,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,1ST,2ND,3RD,YEAR
42,Luke Donald,71,"5,025",- 15.622,"37,123",134,591,997,838,"1,278",-0.24,15.579,54,-0.7929999999999999,0.573,0.514,31.525,54,20.0,0.0,2.0,"6,188",,,,2015
43,Marc Leishman,70,"4,945",- 5.166,"35,962",122,534,971,815,"1,242",-0.27,-1.093,54,0.021,0.19899999999999998,0.102,16.304000000000002,54,23.0,0.0,4.0,"6,116",,1.0,,2015
44,J.B. Holmes,85,"5,995",4.362,"47,731",154,647,"1,197",974,"1,530",-0.33,-0.29600000000000004,66,0.42700000000000005,0.253,0.268,62.313,66,25.0,1.0,7.0,"3,182",1.0,2.0,,2015
45,Russell Henley,84,"5,919",9.820,"46,941",158,763,"1,185","1,014","1,512",-0.29,38.773,67,0.34299999999999997,-0.26899999999999996,-0.191,30.964000000000002,67,24.0,0.0,4.0,"5,898",,,1.0,2015
46,Daniel Berger,97,"6,806",40.320,"58,001",192,823,"1,355","1,202","1,746",-0.27,-16.03,83,0.37200000000000005,0.526,-0.217,40.57,83,31.0,0.0,6.0,"2,922",,2.0,,2015
47,Phil Mickelson,70,"4,960",- 19.059,"42,068",140,552,986,775,"1,260",-0.31,14.421,55,0.07200000000000001,0.022000000000000002,0.225,31.955,55,19.0,0.0,3.0,"5,879",,1.0,1.0,2015
48,Chad Campbell,97,"6,821",27.626,"55,327",194,889,"1,352","1,198","1,746",-0.24,-4.074,91,0.13,0.192,0.159,39.742,91,30.0,0.0,2.0,"6,300",,,,2015
49,Charley Hoffman,94,"6,625",12.664,"55,596",186,764,"1,317","1,120","1,692",-0.3,4.973,76,0.47,0.13699999999999998,-0.33799999999999997,25.441999999999997,76,28.0,1.0,7.0,"2,808",1.0,2.0,1.0,2015
50,Patrick Rodgers,53,"3,715",27.815,"31,997",104,421,739,637,954,-0.3,-0.153,46,0.68,-0.456,-0.09,5.956,46,,,,,,1.0,1.0,2015
51,Jason Dufner,73,"5,171",- 14.757,"36,692",128,693,"1,022",907,"1,314",-0.24,-33.598,48,0.242,0.39899999999999997,0.281,10.634,48,21.0,0.0,2.0,"6,240",,,,2015
52,Brendon de Jonge,106,"7,451",37.009,"57,635",202,969,"1,475","1,288","1,908",-0.28,-0.684,92,0.276,0.196,-0.152,28.734,92,31.0,0.0,3.0,"5,742",,1.0,,2015
53,Brian Harman,90,"6,341",17.268,"51,255",178,813,"1,263","1,080","1,620",-0.27,18.39,78,0.322,-0.17600000000000002,0.03,32.185,78,29.0,0.0,3.0,"5,835",,,1.0,2015
54,William McGirt,103,"7,233",43.591,"57,762",206,976,"1,438","1,258","1,854",-0.25,5.816,97,0.087,0.06,0.248,44.167,97,30.0,0.0,1.0,"6,015",,,,2015
55,Jason Kokrak,88,"6,192",25.521,"53,789",176,691,"1,225","1,066","1,584",-0.27,-0.993,80,0.46399999999999997,-0.013999999999999999,-0.14400000000000002,23.479,80,28.0,0.0,2.0,"6,356",,,,2015
56,Pat Perez,96,"6,743",40.892,"52,364",184,881,"1,341","1,173","1,728",-0.29,30.224,83,-0.01,0.187,0.045,48.638000000000005,83,26.0,0.0,2.0,"5,683",,,,2015
57,Bill Haas,86,"6,072",5.816,"47,675",164,764,"1,206","1,065","1,548",-0.24,-16.243,71,0.14,0.42200000000000004,0.126,32.67,71,25.0,1.0,5.0,"3,420",1.0,,,2015
58,Kevin Chappell,86,"6,064",13.755,"48,133",164,767,"1,201","1,022","1,548",-0.28,12.628,75,0.16,-0.105,0.14800000000000002,27.785,75,26.0,0.0,2.0,"5,784",,,,2015
59,Nick Watney,91,"6,404",27.855,"52,919",180,772,"1,264","1,103","1,638",-0.26,-32.658,81,0.31,0.23800000000000002,0.11199999999999999,20.875999999999998,81,28.0,0.0,3.0,"5,835",,1.0,,2015
60,Chad Collins,79,"5,543",40.777,"43,438",156,702,"1,100",940,"1,422",-0.25,0.778,63,-0.25,0.24600000000000002,0.205,13.454,63,24.0,0.0,1.0,"6,466",,,,2015
61,Scott Piercy,90,"6,331",30.879,"53,410",180,746,"1,258","1,081","1,620",-0.28,0.534,83,0.27,0.22399999999999998,-0.172,27.272,83,28.0,1.0,5.0,"3,368",1.0,1.0,1.0,2015
62,Colt Knost,86,"6,035",44.985,"47,030",170,852,"1,196","1,044","1,548",-0.28,25.734,74,-0.084,0.017,-0.085,14.488,74,29.0,0.0,4.0,"6,256",,,,2015
63,Zac Blair,104,"7,313",41.299,"56,528",207,984,"1,449","1,227","1,872",-0.25,46.358999999999995,88,-0.299,-0.188,0.131,15.011,88,34.0,0.0,2.0,"5,844",,,,2015
64,Jim Herman,88,"6,182",41.232,"51,121",174,824,"1,228","1,160","1,584",-0.23,-2.3409999999999997,77,0.467,0.285,-0.345,28.983,77,27.0,0.0,2.0,"6,130",,,,2015
65,Graham DeLaet,65,"4,577",19.813,"38,236",128,597,912,809,"1,170",-0.27,-0.636,54,0.027000000000000003,0.32799999999999996,-0.055999999999999994,15.487,54,22.0,0.0,3.0,"6,425",,,,2015
66,Hudson Swafford,95,"6,675",44.506,"56,192",188,838,"1,323","1,172","1,710",-0.3,29.896,83,0.273,0.109,-0.40399999999999997,28.065,83,30.0,0.0,1.0,"6,194",,,,2015
67,John Peterson,84,"5,912",29.772,"48,402",168,790,"1,170","1,033","1,512",-0.25,-14.163,77,0.33299999999999996,0.276,-0.175,19.311,77,25.0,0.0,,"6,382",,,,2015
68,Vijay Singh,78,"5,496",23.347,"44,760",154,651,"1,084",930,"1,404",-0.25,-35.238,69,0.152,0.42,0.24100000000000002,20.808000000000003,69,23.0,0.0,1.0,"6,462",,,,2015
69,Martin Laird,77,"5,427",22.445,"45,672",152,627,"1,071",919,"1,386",-0.27,7.32,73,-0.078,0.302,-0.019,22.331999999999997,73,24.0,0.0,3.0,"6,342",,,1.0,2015
70,Stewart Cink,77,"5,419",30.615,"42,869",146,620,"1,081","1,011","1,386",-0.23,6.712000000000001,66,0.087,0.561,-0.282,30.9,66,23.0,0.0,1.0,"6,358",,,,2015
71,Boo Weekley,79,"5,563",28.242,"43,223",148,696,"1,100",963,"1,422",-0.26,-16.467,67,0.5479999999999999,0.10800000000000001,0.015,28.496,67,24.0,0.0,6.0,"6,140",,1.0,1.0,2015
72,Bryce Molder,87,"6,116",41.753,"48,359",174,809,"1,211","1,025","1,566",-0.27,39.105,77,-0.294,-0.18100000000000002,0.156,14.527999999999999,77,26.0,0.0,2.0,"6,095",,,1.0,2015
73,Scott Brown,97,"6,828",39.329,"55,336",192,848,"1,351","1,138","1,746",-0.28,-2.495,81,0.29600000000000004,0.031,-0.111,14.987,81,30.0,0.0,3.0,"6,274",,,1.0,2015
74,David Lingmerth,90,"6,339",32.969,"49,223",170,828,"1,264","1,052","1,620",-0.28,2.8989999999999996,74,0.379,0.013000000000000001,-0.025,29.985,74,28.0,1.0,4.0,"5,583",1.0,,1.0,2015
75,Johnson Wagner,68,"4,779",35.908,"38,958",134,590,950,844,"1,224",-0.25,11.571,57,-0.013000000000000001,0.106,-0.201,5.419,57,23.0,0.0,3.0,"6,237",,1.0,,2015
76,Matt Jones,86,"6,057",32.825,"45,585",154,714,"1,196",980,"1,530",-0.31,26.87,67,0.249,-0.319,0.33299999999999996,44.474,67,25.0,0.0,4.0,"5,525",,,2.0,2015
77,Tom Hoge,79,"5,559",35.161,"45,576",156,649,"1,103",939,"1,422",-0.29,0.29600000000000004,65,0.035,0.456,-0.08,26.965,65,26.0,0.0,2.0,"6,529",,,,2015
78,Ryan Moore,78,"5,513",11.665,"39,568",140,767,"1,095",916,"1,404",-0.3,9.741,61,0.071,0.24600000000000002,0.102,35.241,61,24.0,1.0,4.0,"5,596",1.0,,,2015
79,Jonathan Byrd,65,"4,561",42.918,"34,782",121,593,904,788,"1,170",-0.24,4.295,51,-0.145,-0.303,0.596,11.854000000000001,51,22.0,0.0,,"6,635",,,,2015
80,Steven Bowditch,103,"7,245",51.042,"59,213",196,782,"1,447","1,176","1,854",-0.29,12.687000000000001,88,-0.053,0.055999999999999994,0.253,35.219,88,32.0,1.0,2.0,"3,346",1.0,1.0,,2015
81,Jeff Overton,92,"6,494",22.945,"49,554",174,753,"1,279","1,088","1,656",-0.27,7.851,75,-0.036000000000000004,0.040999999999999995,-0.018000000000000002,6.825,75,30.0,0.0,1.0,"6,506",,,,2015
82,Spencer Levin,97,"6,838",33.233,"54,461",192,932,"1,349","1,192","1,746",-0.23,-5.4079999999999995,83,0.204,0.18100000000000002,-0.25,5.794,83,31.0,0.0,1.0,"6,206",,,,2015
83,David Hearn,97,"6,839",32.781,"54,445",194,870,"1,356","1,187","1,746",-0.27,30.441999999999997,85,-0.21600000000000003,0.243,-0.028999999999999998,30.278000000000002,85,30.0,0.0,4.0,"5,818",,1.0,1.0,2015
84,Jon Curran,79,"5,575",22.069,"43,209",158,740,"1,097",944,"1,422",-0.24,-1.848,65,-0.406,0.077,0.27,-5.705,65,28.0,0.0,5.0,"6,430",,1.0,,2015
85,Kyle Reifers,92,"6,481",37.562,"52,407",182,789,"1,281","1,110","1,656",-0.25,2.855,80,0.10800000000000001,-0.084,0.076,10.902999999999999,80,31.0,0.0,2.0,"6,166",,1.0,,2015
86,Carl Pettersson,106,"7,483",28.810,"61,245",210,874,"1,480","1,202","1,908",-0.29,32.204,96,-0.038,0.035,-0.09699999999999999,22.651999999999997,96,32.0,0.0,3.0,"6,161",,,,2015
87,Charles Howell III,105,"7,409",32.575,"62,968",208,767,"1,463","1,296","1,890",-0.26,-21.395,99,0.34,0.19899999999999998,0.059000000000000004,37.878,99,30.0,0.0,3.0,"6,178",,,,2015
88,James Hahn,94,"6,638",26.178,"52,523",178,787,"1,314","1,119","1,692",-0.27,3.736,78,0.106,0.135,0.065,27.682,78,28.0,1.0,2.0,"5,768",1.0,,,2015
89,Martin Flores,91,"6,416",37.603,"53,430",180,720,"1,267","1,119","1,638",-0.24,-17.069000000000003,79,0.349,-0.142,0.047,3.0380000000000003,79,30.0,0.0,,"6,625",,,,2015
90,Cameron Tringale,96,"6,812",- 3.651,"54,114",192,922,"1,346","1,116","1,728",-0.25,9.874,79,-0.07400000000000001,-0.054000000000000006,0.373,29.151999999999997,79,28.0,0.0,3.0,"5,580",,1.0,,2015
91,Ben Martin,90,"6,361",24.457,"51,851",180,828,"1,272","1,113","1,620",-0.27,9.748,77,-0.016,0.268,-0.1,21.53,77,27.0,1.0,5.0,"5,553",1.0,,,2015
92,Chris Kirk,73,"5,172",7.973,"39,439",138,634,"1,023",848,"1,314",-0.29,3.6319999999999997,56,-0.15,0.302,0.198,23.201,56,21.0,1.0,3.0,"5,679",1.0,,,2015
93,Gary Woodland,74,"5,265",- 12.312,"39,709",130,584,"1,039",889,"1,332",-0.26,4.173,54,0.177,0.22699999999999998,-0.284,10.685,54,24.0,0.0,4.0,"5,670",,2.0,1.0,2015
94,Morgan Hoffmann,85,"6,023",10.946,"47,382",160,653,"1,191",935,"1,530",-0.31,15.981,69,-0.032,-0.34700000000000003,0.34299999999999997,13.547,69,26.0,0.0,2.0,"6,221",,,,2015
95,Mark Wilson,85,"6,001",33.219,"47,456",170,764,"1,184","1,038","1,530",-0.24,-5.295,81,-0.299,0.013000000000000001,0.377,2.1180000000000003,81,28.0,0.0,3.0,"6,289",,,,2015
96,Adam Hadwin,93,"6,577",27.998,"53,029",184,846,"1,293","1,114","1,674",-0.26,19.029,81,0.08800000000000001,-0.183,0.044000000000000004,14.860999999999999,81,30.0,0.0,3.0,"6,386",,,,2015
97,Sean O'Hair,86,"6,067",41.548,"50,792",172,727,"1,197",996,"1,548",-0.29,13.657,81,0.153,-0.284,0.142,14.606,81,26.0,0.0,3.0,"5,677",,1.0,,2015
98,Scott Langley,92,"6,504",30.952,"51,323",183,793,"1,281","1,071","1,656",-0.27,1.4240000000000002,79,-0.128,0.055999999999999994,0.18,9.981,79,28.0,0.0,,"6,522",,,,2015
99,Sangmoon Bae,98,"6,950",11.502,"53,911",186,823,"1,371","1,110","1,764",-0.28,22.865,88,0.251,-0.276,-0.17600000000000002,5.186,88,30.0,1.0,5.0,"3,410",1.0,,,2015
100,John Huh,101,"7,132",42.752,"56,527",202,975,"1,404","1,179","1,818",-0.26,24.869,89,-0.040999999999999995,-0.12,-0.03,7.865,89,31.0,0.0,,"6,405",,,,2015
101,Cameron Percy,70,"4,933",39.709,"40,016",138,588,975,854,"1,260",-0.26,-8.262,58,0.128,-0.002,0.037000000000000005,1.179,58,23.0,0.0,1.0,"6,609",,,,2015
102,Billy Hurley III,79,"5,589",23.367,"40,778",150,723,"1,097",928,"1,422",-0.24,19.597,63,-0.635,0.114,0.098,-7.082999999999999,63,28.0,0.0,1.0,"6,550",,,,2015
103,Billy Horschel,96,"6,800",20.792,"51,924",176,845,"1,325","1,173","1,692",-0.27,17.840999999999998,73,0.366,0.13699999999999998,-0.301,32.594,73,28.0,0.0,2.0,"5,919",,,1.0,2015
104,Camilo Villegas,83,"5,899",- .401,"48,512",166,631,"1,166",942,"1,494",-0.26,14.447000000000001,74,-0.29600000000000004,0.133,0.14300000000000002,13.034,74,27.0,0.0,,"6,213",,,,2015
105,Steve Wheatcroft,83,"5,853",45.953,"47,276",164,728,"1,155",965,"1,494",-0.3,24.849,72,0.14800000000000002,-0.45,-0.08199999999999999,-2.7539999999999996,72,28.0,0.0,2.0,"6,434",,1.0,,2015
106,Alex Prugh,80,"5,649",38.135,"46,642",158,691,"1,114","1,010","1,440",-0.26,-3.925,72,0.319,-0.085,-0.183,-0.254,72,27.0,0.0,2.0,"6,537",,,,2015
107,John Senden,75,"5,334",- 2.262,"38,303",132,704,"1,057",908,"1,350",-0.27,-3.103,51,0.331,-0.171,-0.017,4.159,51,24.0,0.0,3.0,"6,122",,,,2015
108,David Toms,58,"4,099",24.322,"31,315",116,602,808,675,"1,044",-0.24,-5.604,55,-0.040999999999999995,-0.027999999999999997,0.248,4.198,55,21.0,0.0,2.0,"6,587",,,,2015
109,Charl Schwartzel,63,"4,497",- 18.134,"32,438",108,540,888,737,"1,134",-0.26,-22.769000000000002,41,0.669,-0.132,0.092,3.011,41,19.0,0.0,3.0,"6,386",,,1.0,2015
110,Steven Alker,60,"4,219",46.629,"33,396",120,597,836,719,"1,080",-0.26,-7.294,50,-0.129,-0.114,0.406,0.838,50,22.0,0.0,,"6,754",,,,2015
111,Whee Kim,69,"4,855",50.704,"38,976",138,581,962,847,"1,242",-0.26,-5.235,56,-0.201,0.324,-0.043,-0.726,56,23.0,0.0,2.0,"6,577",,,1.0,2015
112,Carlos Ortiz,96,"6,788",37.366,"54,309",182,800,"1,337","1,155","1,728",-0.29,14.293,83,0.355,-0.23800000000000002,-0.166,10.287,83,30.0,0.0,1.0,"6,259",,,,2015
113,Jamie Donaldson,47,"3,366",- 24.191,"25,363",86,399,664,540,846,-0.25,11.182,32,0.095,-0.15,0.046,10.915,32,16.0,0.0,2.0,"6,523",,,,2015
114,Scott Pinckney,88,"6,220",37.088,"50,510",174,746,"1,224","1,071","1,584",-0.26,21.766,74,0.12300000000000001,-0.409,-0.14,-9.729,74,27.0,0.0,3.0,"6,209",,1.0,,2015
115,Alex Cejka,92,"6,497",45.773,"52,119",184,817,"1,281","1,088","1,656",-0.27,-18.331,79,-0.233,0.113,0.135,-17.158,79,30.0,1.0,1.0,"6,111",1.0,,,2015
116,Hunter Mahan,84,"5,957",17.424,"46,626",158,681,"1,156",971,"1,476",-0.26,25.348000000000003,65,-0.023,-0.249,0.003,7.805,65,24.0,0.0,4.0,"5,762",,,1.0,2015
117,Blayne Barber,74,"5,238",25.382,"42,718",148,657,"1,031",885,"1,332",-0.27,19.695999999999998,63,0.20800000000000002,-0.35200000000000004,-0.154,0.97,63,26.0,0.0,4.0,"6,590",,,,2015
118,Chez Reavie,56,"3,954",30.195,"31,494",110,560,779,702,"1,008",-0.25,-13.09,50,0.384,0.298,-0.34,4.021,50,19.0,0.0,,"6,702",,,,2015
119,Michael Putnam,85,"6,015",33.272,"46,210",160,726,"1,181","1,073","1,530",-0.22,-35.781,68,-0.025,0.42,-0.022000000000000002,-10.399000000000001,68,28.0,0.0,,"6,563",,,,2015
120,Chris Stroud,84,"5,943",37.302,"45,275",160,754,"1,174",993,"1,512",-0.27,-11.95,68,-0.249,0.132,0.295,0.154,68,28.0,0.0,2.0,"6,439",,,,2015
121,Fabián Gómez,83,"5,886",24.207,"46,448",164,705,"1,158",949,"1,494",-0.27,4.288,69,-0.21600000000000003,-0.057,-0.113,-22.351999999999997,69,26.0,1.0,2.0,"5,901",1.0,,,2015
122,Luke Guthrie,82,"5,815",24.274,"43,727",154,671,"1,140",941,"1,476",-0.28,7.472,68,-0.314,0.02,0.147,-2.504,68,27.0,0.0,1.0,"6,597",,,,2015
123,Aaron Baddeley,74,"5,236",34.105,"42,941",146,520,"1,034",832,"1,332",-0.3,47.648999999999994,66,-0.596,-0.7190000000000001,0.37,-14.727,66,25.0,0.0,1.0,"6,634",,,,2015
124,Mark Hubbard,77,"5,435",49.463,"42,325",152,711,"1,072",926,"1,386",-0.25,-6.226,61,-0.06,-0.35,0.128,-23.343000000000004,61,25.0,0.0,,"6,696",,,,2015
125,Erik Compton,86,"6,084",41.591,"49,020",170,710,"1,197",978,"1,548",-0.28,32.861999999999995,70,-0.21600000000000003,-0.217,0.047,5.892,70,28.0,0.0,1.0,"6,499",,,,2015
126,Michael Thompson,81,"5,748",21.670,"46,280",160,657,"1,128",954,"1,458",-0.26,11.505999999999998,75,-0.08900000000000001,-0.301,0.040999999999999995,-14.651,75,27.0,0.0,1.0,"6,592",,,1.0,2015
127,Jonas Blixt,74,"5,251",20.583,"37,389",130,614,"1,019",824,"1,314",-0.29,6.345,52,-0.115,-0.655,0.209,-22.866999999999997,52,26.0,0.0,1.0,"6,499",,,,2015
128,Ryo Ishikawa,88,"6,230",39.643,"48,578",168,693,"1,229","1,052","1,584",-0.28,-7.76,75,-0.408,0.436,0.025,-3.8480000000000003,75,28.0,0.0,2.0,"6,494",,,,2015
129,Jason Gore,72,"5,090",41.636,"41,522",143,670,"1,005",875,"1,296",-0.27,-3.911,58,0.284,0.266,-0.39299999999999996,5.189,58,26.0,0.0,2.0,"6,258",,1.0,,2015
130,Kevin Streelman,91,"6,438",48.670,"48,052",166,875,"1,275","1,130","1,638",-0.26,-15.978,73,0.563,0.005,-0.21600000000000003,9.713,73,27.0,0.0,2.0,"6,130",,1.0,,2015
131,Davis Love III,51,"3,626",9.723,"27,703",94,463,713,619,918,-0.22,-14.555,42,0.18899999999999997,-0.335,0.11599999999999999,-15.839,42,18.0,1.0,2.0,"6,235",1.0,,,2015
132,Lucas Glover,79,"5,612",20.007,"46,911",158,702,"1,100","1,002","1,422",-0.22,-97.258,72,0.591,0.691,-0.111,-13.005999999999998,72,26.0,0.0,,"6,595",,,,2015
133,Ken Duke,89,"6,313",33.219,"48,946",176,840,"1,237","1,028","1,602",-0.25,-17.294,78,0.067,0.025,-0.248,-29.465999999999998,78,30.0,0.0,3.0,"6,447",,,,2015
134,Jhonattan Vegas,86,"6,103",31.075,"48,585",162,671,"1,198","1,013","1,548",-0.26,6.165,72,0.17300000000000001,-0.314,-0.212,-19.223,72,27.0,0.0,,"6,617",,,,2015
135,John Merrick,74,"5,249",29.747,"41,606",146,703,"1,029",901,"1,332",-0.24,-44.97,58,0.055999999999999994,0.358,0.006,-20.64,58,27.0,0.0,,"6,659",,,,2015
136,Roberto Castro,50,"3,552",14.704,"25,185",90,457,695,595,900,-0.24,-26.348000000000003,36,0.079,0.34700000000000003,0.187,-4.303999999999999,36,16.0,0.0,,"6,803",,,,2015
137,J.J. Henry,90,"6,384",36.026,"52,035",178,756,"1,254","1,132","1,620",-0.22,-31.432,76,0.066,-0.08800000000000001,0.127,-23.433000000000003,76,30.0,1.0,1.0,"6,254",1.0,,,2015
138,Brian Stuard,93,"6,603",31.673,"48,666",176,899,"1,297","1,058","1,674",-0.26,9.144,79,-0.10300000000000001,-0.2,-0.052000000000000005,-18.951,79,31.0,0.0,1.0,"6,523",,,,2015
139,Greg Chalmers,54,"3,828",25.596,"27,583",98,470,756,620,972,-0.28,19.028,36,-0.32299999999999995,-0.782,-0.027999999999999997,-21.766,36,17.0,0.0,,"6,728",,,,2015
140,K.J. Choi,62,"4,406",19.034,"32,070",116,555,866,712,"1,116",-0.26,23.677,57,-0.522,0.153,0.21,14.595,57,19.0,0.0,,"6,612",,,,2015
141,Nicholas Thompson,86,"6,110",30.036,"46,912",164,821,"1,195","1,062","1,548",-0.25,-34.513000000000005,70,0.37,-0.139,-0.45,-49.836000000000006,70,31.0,0.0,1.0,"6,528",,,,2015
142,Andres Gonzales,86,"6,105",37.721,"50,069",170,695,"1,197","1,032","1,548",-0.27,13.481,76,-0.386,-0.349,0.022000000000000002,-40.779,76,28.0,0.0,3.0,"6,439",,,1.0,2015
143,Andres Romero,66,"4,725",- 10.824,"38,683",131,484,919,733,"1,188",-0.27,10.244000000000002,54,-0.26899999999999996,-0.221,-0.073,-20.180999999999997,54,24.0,0.0,2.0,"6,658",,,,2015
144,Derek Fathauer,77,"5,481",19.201,"43,903",152,554,"1,073",850,"1,386",-0.28,19.834,66,-0.455,-0.198,0.179,-11.437999999999999,66,27.0,0.0,1.0,"6,707",,,,2015
145,Brice Garnett,79,"5,619",25.798,"43,070",150,675,"1,102",971,"1,422",-0.23,-5.727,64,-0.198,-0.327,0.08199999999999999,-34.055,64,29.0,0.0,1.0,"6,572",,,,2015
146,Derek Ernst,71,"5,054",19.158,"41,308",140,634,986,850,"1,278",-0.22,-32.531,63,0.6759999999999999,-0.547,-0.14400000000000002,-33.479,63,26.0,0.0,,"6,720",,,,2015
147,Troy Merritt,91,"6,473",29.674,"49,623",174,796,"1,267","1,038","1,638",-0.25,31.459,82,-0.326,-0.19899999999999998,-0.054000000000000006,-15.992,82,29.0,1.0,3.0,"5,822",1.0,,1.0,2015
148,Seung-Yul Noh,65,"4,625",20.233,"35,705",122,501,913,771,"1,170",-0.28,3.552,54,-0.555,0.147,0.188,-8.337,54,21.0,0.0,1.0,"6,538",,,1.0,2015
149,Sung Joon Park,77,"5,477",26.119,"43,126",152,702,"1,068",897,"1,386",-0.21,-26.539,63,0.10400000000000001,-0.326,0.055,-37.05,63,27.0,0.0,1.0,"6,544",,1.0,,2015
150,Bo Van Pelt,79,"5,621",27.290,"45,159",156,668,"1,100",951,"1,422",-0.25,7.687,65,-0.29600000000000004,0.054000000000000006,-0.126,-16.265,65,28.0,0.0,2.0,"6,648",,,,2015
151,Gonzalo Fernandez-Castaño,77,"5,478",27.505,"43,974",152,653,"1,071",886,"1,386",-0.24,-32.867,63,0.187,-0.495,0.183,-40.728,63,28.0,0.0,,"6,698",,,,2015
152,Greg Owen,58,"4,114",33.680,"33,492",114,486,815,723,"1,044",-0.22,-31.916999999999998,40,0.036000000000000004,0.40700000000000003,0.129,-9.025,40,19.0,0.0,2.0,"6,362",,1.0,,2015
153,Justin Leonard,61,"4,339",23.548,"33,131",122,613,855,687,"1,098",-0.24,12.475,54,-0.486,-0.22399999999999998,0.166,-16.906,54,22.0,0.0,,"6,782",,,,2015
154,Geoff Ogilvy,48,"3,445",- 10.159,"27,608",94,407,683,575,864,-0.23,-24.221,35,0.138,0.08199999999999999,0.039,-15.134,35,15.0,0.0,1.0,"6,620",,,,2015
155,Jonathan Randolph,70,"4,972",40.415,"40,203",140,537,973,811,"1,260",-0.25,7.4079999999999995,56,-0.408,-0.23399999999999999,-0.20800000000000002,-40.193000000000005,56,25.0,0.0,,"6,761",,,,2015
156,Ricky Barnes,78,"5,559",29.492,"41,926",148,587,"1,085",849,"1,404",-0.29,10.048,63,-0.8190000000000001,-0.07200000000000001,0.336,-24.932,63,27.0,0.0,1.0,"6,623",,,1.0,2015
157,Brian Davis,82,"5,847",28.773,"42,983",156,772,"1,141",919,"1,476",-0.24,5.724,71,-0.11900000000000001,-0.503,0.028999999999999998,-36.35,71,31.0,0.0,2.0,"6,583",,,,2015
158,Retief Goosen,77,"5,510",8.363,"42,725",146,611,"1,080",862,"1,386",-0.26,1.6019999999999999,60,-0.271,-0.055999999999999994,-0.039,-20.298,60,25.0,0.0,3.0,"6,451",,,1.0,2015
159,Sam Saunders,81,"5,759",46.147,"47,492",162,720,"1,125",951,"1,458",-0.25,-8.589,63,0.307,-0.294,-0.37200000000000005,-31.279,63,28.0,0.0,1.0,"6,557",,1.0,,2015
160,Tyrone Van Aswegen,54,"3,836",34.922,"30,277",106,402,753,649,972,-0.26,-6.379,42,-1.081,0.47100000000000003,0.18100000000000002,-24.374000000000002,42,20.0,0.0,,"6,828",,,,2015
161,D.A. Points,70,"4,998",21.038,"38,744",138,549,974,810,"1,260",-0.23,-3.154,58,-0.82,0.22399999999999998,0.19899999999999998,-26.143,58,26.0,0.0,,"6,726",,,,2015
162,Nick Taylor,91,"6,460",66.148,"53,198",182,713,"1,272","1,055","1,638",-0.28,9.329,83,-0.08,-0.22399999999999998,-0.185,-31.250999999999998,83,28.0,1.0,1.0,"6,357",1.0,,,2015
163,Ángel Cabrera,53,"3,795",6.913,"31,763",106,417,746,619,954,-0.26,-24.02,42,0.06,0.336,-0.428,-25.346999999999998,42,19.0,0.0,,"6,762",,,,2015
164,Max Homa,74,"5,283",27.456,"42,957",146,582,"1,031",839,"1,332",-0.26,-6.816,62,0.066,-0.467,-0.218,-45.187,62,27.0,0.0,1.0,"6,692",,,,2015
165,Robert Garrigus,66,"4,721",16.085,"39,218",130,519,915,760,"1,188",-0.25,-38.341,55,0.345,-0.318,-0.217,-48.76,55,25.0,0.0,,"6,744",,,,2015
166,Bill Lunde,46,"3,266",36.602,"25,893",90,407,640,569,828,-0.21,-18.730999999999998,36,0.11,-0.5920000000000001,-0.242,-44.788000000000004,36,18.0,0.0,,"6,853",,,,2015
167,Chesson Hadley,101,"7,212",39.580,"56,398",194,803,"1,412","1,156","1,818",-0.29,14.950999999999999,89,-0.08,-0.218,-0.22699999999999998,-31.793000000000003,89,30.0,0.0,3.0,"6,340",,,,2015
168,Byron Smith,55,"3,905",44.048,"31,521",108,446,767,682,990,-0.23,-25.66,43,-0.085,-0.149,-0.042,-37.525,43,21.0,0.0,,"6,874",,,,2015
169,Ernie Els,57,"4,095",- .668,"30,925",106,456,803,662,"1,026",-0.24,-23.764,39,-0.285,0.192,0.102,-23.4,39,18.0,0.0,,"6,737",,,,2015
170,Tim Wilkinson,71,"5,079",29.041,"36,840",132,624,989,798,"1,278",-0.24,-16.123,58,-0.326,-0.523,0.28,-49.126999999999995,58,28.0,0.0,,"6,787",,,,2015
171,Padraig Harrington,60,"4,321",- 4.027,"34,857",120,437,845,659,"1,080",-0.25,-24.148000000000003,49,-0.434,-0.165,0.336,-37.055,49,21.0,1.0,1.0,"6,360",1.0,,,2015
172,Scott Stallings,60,"4,302",15.664,"30,351",104,485,840,702,"1,080",-0.26,-19.208,49,-0.061,-0.053,-0.052000000000000005,-27.329,49,19.0,0.0,1.0,"6,523",,1.0,,2015
173,Ben Crane,58,"4,140",34.578,"30,893",114,548,812,660,"1,044",-0.22,10.452,52,-0.303,-0.486,0.03,-29.034000000000002,52,22.0,0.0,,"6,788",,,,2015
